Respondent ID,Respondant Zip Code,Urban or Rural Re-scaled,Age,Gender,Ethnicity,Income Re-scaled,Education Re-scaled,Household size Re-scaled,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled,"Elections: During the last (2022) election, I voted:",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled,Energy Crisis Re-scaled,Climate Change Re-scaled,Lack of Natural Resources Re-scaled,Militarty Conflicts Re-scaled,Interstate Conflicts Re-scaled,Employment and Livelihood Re-scaled,Infectious Disease Re-scaled,AI Re-scaled,Cybersecurity Re-scaled,Crisis Composit Score,Systems Thinking Score,Trust Score,Conspiracy,Complexity,Openness,Conscienciousness,Extroversion,Agreeableness,Neuroticism
2598,85705,1,48,Male,Hispanic,5,2,1,Seperated,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,1,2,2,1,1,2,2,1,2,8,0.611111111111111,0.5,0.26666666666666666,0.46666666666666673,0.5555555555555556,0.6666666666666666,0.33333333333333337,0.4444444444444444,0.33333333333333337
2599,85015,1,37,Female,Black/African-American,2,2,6,Married or Partnered,Unemployed,0,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,0,1,3,2,0,0,2,3,0,0,5,0.7777777777777777,0.583333325,0.39999999999999997,0.7333333333333334,0.33333333333333337,0.7777777777777778,0.4444444444444444,0.611111111111111,0.611111111111111
2600,85285,1,56,Female,Hispanic,5,6,1,Seperated,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,1,1,2,0,0,2,3,1,1,7,0.5277777777777778,0.333333325,0.2,0.39999999999999997,0.7222222222222222,0.8333333333333334,0.7222222222222222,0.7777777777777778,0.5555555555555556
2601,85730,1,59,Female,White/Caucasian,3,3,5,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,3,3,2,3,2,2,2,11,0.5555555555555556,0.333333325,0.46666666666666673,0.8666666666666667,0.888888888888889,0.888888888888889,0.5555555555555556,0.888888888888889,0.7777777777777778
2604,85204,1,29,Male,Hispanic,4,2,1,Single,Employed Full-time,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Autocracy,Autocracy,2,0,0,1,0,1,3,2,1,0,7,0.6666666666666666,0.666666675,0.2,0.3333333333333333,0.9999999999999999,0.7222222222222222,0.9444444444444445,0.6666666666666666,0.11111111111111113
2606,85501,0,27,Male,White/Caucasian,1,3,3,Single,Unemployed,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,2,0,1,1,1,3,1,0,2,7,0.5833333333333333,0.416666675,0.6000000000000001,0.2,0.8333333333333334,0.5555555555555556,0.22222222222222218,0.5,0.38888888888888895
2607,85933,0,71,Female,White/Caucasian,6,3,2,Married or Partnered,Employed Part-time,3,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,3,2,2,2,1,3,0,2,8,0.5833333333333333,0.333333325,0.2,0.7333333333333334,0.33333333333333337,0.9999999999999999,0.2777777777777778,0.9999999999999999,0.611111111111111
2608,85086,1,73,Female,White/Caucasian,8,5,1,Widowed,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,0,2,2,2,1,2,2,1,8,0.6944444444444444,0.833333375,0.6000000000000001,0.3333333333333333,0.4444444444444444,0.9444444444444445,0.611111111111111,0.8333333333333334,0.22222222222222218
2609,85303,1,30,Male,White/Caucasian,7,5,2,Single,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,0,1,0,0,1,1,0,1,3,0.5,0.416666675,0.26666666666666666,0.26666666666666666,0.5555555555555556,0.9999999999999999,0.611111111111111,0.4444444444444444,0.22222222222222218
2610,85338,1,46,Male,White/Caucasian,7,6,4,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,0,0,0,0,0,0,0,2,0,2,0.5,0.666666675,0.13333333333333336,0.06666666666666671,0.38888888888888895,0.9444444444444445,0.4444444444444444,0.7222222222222222,0.2777777777777778
2611,85053,1,21,Female,White/Caucasian,5,2,6,Single,Unemployed,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,2,3,2,2,0,2,3,0,0,5,0.6666666666666666,0.25,0.13333333333333336,0.7333333333333334,0.5,0.5555555555555556,0.22222222222222218,0.5555555555555556,0.8333333333333334
2612,85747,1,50,Female,White/Caucasian,2,2,6,Single,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,1,0,1,1,2,0,2,6,0.6388888888888888,0.16666665000000003,0.3333333333333333,0.6000000000000001,0.611111111111111,0.7777777777777778,0.5,0.611111111111111,0.611111111111111
2613,85345,1,26,Female,Hispanic,8,4,6,Married or Partnered,Other,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,3,2,1,2,2,3,1,1,9,0.7777777777777777,0.916666625,0.2,1.0,0.7222222222222222,0.611111111111111,0.22222222222222218,0.8333333333333334,0.888888888888889
2614,85714,0,30,Male,Native American,5,4,4,Single,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Autocracy,Autocracy,0,2,2,2,2,1,2,2,1,1,7,0.611111111111111,0.416666675,0.6666666666666667,0.5333333333333334,0.4444444444444444,0.5555555555555556,0.611111111111111,0.4444444444444444,0.611111111111111
2615,85120,0,53,Female,White/Caucasian,1,3,3,Seperated,Unemployed,1,Did not vote,That there is no great gap between rich and poor,Autocracy,Neither,Neither,2,2,3,3,2,2,2,3,3,2,12,0.5,0.666666675,0.6000000000000001,0.6000000000000001,0.5,0.611111111111111,0.7222222222222222,0.5555555555555556,0.888888888888889
2617,85203,0,27,Female,White/Caucasian,1,2,5,Married or Partnered,Other,0,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,3,3,3,3,3,3,3,3,3,15,0.75,0.333333325,0.3333333333333333,0.6000000000000001,0.6666666666666666,0.611111111111111,0.5555555555555556,0.7777777777777778,0.9999999999999999
2618,85033,1,20,Female,White/Caucasian,2,3,6,Single,Employed Part-time,1,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,1,0,1,2,2,3,1,3,0,1,8,0.611111111111111,0.333333325,0.26666666666666666,0.7333333333333334,0.611111111111111,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.7222222222222222
2619,85298,1,26,Female,White/Caucasian,1,3,3,Single,Other,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,0,0,2,2,2,0,0,6,0.7777777777777777,1.0,0.26666666666666666,0.8666666666666667,0.611111111111111,0.7222222222222222,0.33333333333333337,0.9444444444444445,0.9999999999999999
2621,85705,1,32,Male,White/Caucasian,1,2,3,Single,Retired,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,1,2,0,2,3,0,0,1,6,0.7222222222222222,0.416666675,0.46666666666666673,0.5333333333333334,0.611111111111111,0.38888888888888895,0.16666666666666666,0.5,0.5
2622,85212,1,59,Male,Black/African-American,9,5,5,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Neither,Democracy,1,1,1,0,1,1,0,2,0,1,4,0.6388888888888888,0.833333375,0.2,0.6000000000000001,0.7777777777777778,0.9999999999999999,0.7777777777777778,0.7222222222222222,0.5
2623,85641,0,56,Male,White/Caucasian,8,6,4,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,0,3,0,3,0,0,0,3,0.5,0.08333334999999997,0.7333333333333334,0.3333333333333333,0.5,0.9999999999999999,0.7777777777777778,0.5,0.33333333333333337
2625,85705,1,29,Female,Hispanic,1,0,5,Seperated,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,3,2,3,2,2,1,3,2,1,2,9,0.6944444444444444,0.5,0.46666666666666673,0.8,0.7777777777777778,0.611111111111111,0.888888888888889,0.5,0.611111111111111
2628,85208,1,27,Female,White/Caucasian,3,2,3,Single,Other,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,2,3,3,3,1,3,2,1,1,8,0.8333333333333333,0.5,0.26666666666666666,0.5333333333333334,0.8333333333333334,0.888888888888889,0.8333333333333334,0.9444444444444445,0.7222222222222222
2629,85331,1,56,Male,White/Caucasian,10,5,2,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,1,1,0,1,0,1,1,2,1,1,6,0.7222222222222222,0.333333325,0.39999999999999997,0.46666666666666673,0.7222222222222222,0.7777777777777778,0.611111111111111,0.8333333333333334,0.5
2631,85730,1,53,Male,Native American,8,4,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,0,0,1,1,0,0,0,0,1,0.75,0.16666665000000003,0.2,0.0,0.8333333333333334,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.22222222222222218
2633,85746,1,65,Female,White/Caucasian,4,5,3,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,0,3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,0.6000000000000001,0.2777777777777778,0.611111111111111,0.4444444444444444,0.7777777777777778,0.05555555555555555
2634,85658,0,53,Female,White/Caucasian,2,3,2,Widowed,Unemployed,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,2,0,2,0,1,1,1,5,0.7222222222222222,0.333333325,0.0,0.7333333333333334,0.7777777777777778,0.5555555555555556,0.38888888888888895,0.611111111111111,0.7777777777777778
2635,0,0,82,Male,White/Caucasian,7,6,1,Seperated,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Autocracy,Democracy,1,0,1,0,0,0,0,1,0,1,2,0.38888888888888884,0.5,0.3333333333333333,0.5333333333333334,0.38888888888888895,0.611111111111111,0.33333333333333337,0.611111111111111,0.22222222222222218
2636,85301,1,57,Female,White/Caucasian,1,2,1,Single,Unemployed,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,1,0,0,0,0,0,1,0,0,1,0.611111111111111,0.583333325,0.5333333333333334,0.6000000000000001,0.611111111111111,0.9999999999999999,0.7222222222222222,0.9999999999999999,0.22222222222222218
2637,86442,0,75,Male,White/Caucasian,4,3,1,Single,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,0,0,1,1,0,1,3,1,6,0.8888888888888888,0.583333325,0.39999999999999997,0.3333333333333333,0.7222222222222222,0.611111111111111,0.33333333333333337,0.6666666666666666,0.6666666666666666
2640,85749,1,70,Male,White/Caucasian,8,3,3,Married or Partnered,Retired,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,2,1,0,0,1,1,0,3,0,0,4,0.75,0.75,0.46666666666666673,0.13333333333333336,0.611111111111111,0.8333333333333334,0.888888888888889,0.38888888888888895,0.11111111111111113
2642,85132,1,59,Female,White/Caucasian,2,2,1,Single,Employed Full-time,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,2,1,1,1,2,0,2,1,1,0,4,0.5555555555555556,0.666666675,0.46666666666666673,0.5333333333333334,0.5555555555555556,0.8333333333333334,0.5555555555555556,0.611111111111111,0.33333333333333337
2646,86337,0,68,Male,White/Caucasian,4,2,1,Single,Retired,3,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,0,0,0,0,0,0,0,0,0,0,0,0.611111111111111,0.416666675,0.0,0.6666666666666667,0.33333333333333337,0.7777777777777778,0.05555555555555555,0.7222222222222222,0.16666666666666666
2647,85757,0,41,Female,Asian,8,5,2,Seperated,Employed Full-time,0,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Neither,Autocracy,3,2,0,0,0,0,2,1,0,0,3,0.6944444444444444,0.16666665000000003,0.3333333333333333,0.5333333333333334,0.4444444444444444,0.6666666666666666,0.16666666666666666,0.888888888888889,0.611111111111111
2649,85284,1,65,Male,White/Caucasian,6,4,3,Married or Partnered,Retired,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,3,1,2,2,0,3,1,1,7,0.75,0.583333325,0.26666666666666666,0.8,0.5555555555555556,0.38888888888888895,0.33333333333333337,0.611111111111111,0.611111111111111
2651,85044,1,24,Female,White/Caucasian,8,6,3,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,2,0,1,0,1,0,3,1,0,5,0.75,0.583333325,0.06666666666666671,0.26666666666666666,0.38888888888888895,0.7777777777777778,0.7777777777777778,0.8333333333333334,0.7222222222222222
2654,85742,1,57,Male,White/Caucasian,4,4,3,Married or Partnered,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,3,1,1,1,0,0,0,0,1,0.5833333333333333,0.16666665000000003,0.39999999999999997,0.46666666666666673,0.4444444444444444,0.8333333333333334,0.38888888888888895,0.8333333333333334,0.4444444444444444
2655,0,1,35,Female,White/Caucasian,6,5,3,Married or Partnered,Other,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,2,1,1,1,1,2,0,2,6,0.75,0.416666675,0.0,0.6666666666666667,0.7777777777777778,0.4444444444444444,0.38888888888888895,0.7777777777777778,0.7777777777777778
2658,85207,1,44,Female,Hispanic,6,3,4,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,1,3,3,1,1,1,9,0.5277777777777778,0.416666675,0.0,0.46666666666666673,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.888888888888889,0.9999999999999999
2660,85712,1,25,Male,Black/African-American,8,5,2,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,0,0,1,1,0,0,0,0,1,0.8333333333333333,0.583333325,0.13333333333333336,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.6666666666666666
2661,86314,0,45,Female,White/Caucasian,4,2,6,Married or Partnered,Employed Full-time,3,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,2,3,3,3,1,0,3,3,1,0,7,0.38888888888888884,0.5,0.13333333333333336,0.26666666666666666,0.611111111111111,0.7222222222222222,0.38888888888888895,0.5555555555555556,0.38888888888888895
2662,85037,1,61,Female,White/Caucasian,8,5,3,Widowed,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,3,3,3,3,3,3,3,3,2,3,14,0.7777777777777777,0.416666675,0.7333333333333334,0.7333333333333334,0.8333333333333334,0.9999999999999999,0.7777777777777778,0.888888888888889,0.22222222222222218
2663,85730,0,59,Male,Asian,5,3,1,Single,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,2,1,0,2,2,2,2,0,1,7,0.7222222222222222,0.5,0.13333333333333336,0.2,0.5,0.7222222222222222,0.5,0.8333333333333334,0.5555555555555556
2664,85201,1,22,Female,Black/African-American,3,3,6,Single,Other,0,Did not vote,That there is no great gap between rich and poor,Autocracy,Neither,Neither,3,3,3,3,0,0,3,3,0,1,7,0.5,0.333333325,0.0,0.39999999999999997,0.9999999999999999,0.7777777777777778,0.38888888888888895,0.9444444444444445,0.7777777777777778
2666,85086,0,39,Male,White/Caucasian,4,3,3,Single,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,0,2,1,1,1,2,0,1,2,6,0.6666666666666666,0.25,0.46666666666666673,0.5333333333333334,0.7222222222222222,0.6666666666666666,0.5555555555555556,0.7222222222222222,0.5
2667,85383,1,65,Female,White/Caucasian,8,6,2,Married or Partnered,Retired,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,3,1,1,2,1,2,1,1,7,0.5277777777777778,0.666666675,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334,0.7777777777777778,0.5555555555555556,0.22222222222222218
2668,85142,1,56,Female,Asian,9,5,2,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,0,0,0,0,0,0,0,0,0,0.7222222222222222,0.666666675,0.0,0.26666666666666666,0.38888888888888895,0.7222222222222222,0.38888888888888895,0.7777777777777778,0.33333333333333337
2669,85295,1,47,Male,White/Caucasian,9,5,3,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,2,0,1,0,1,0,2,3,0,2,7,0.7222222222222222,0.333333325,0.3333333333333333,0.6666666666666667,0.8333333333333334,0.7777777777777778,0.7222222222222222,0.5555555555555556,0.6666666666666666
2670,85051,0,36,Male,White/Caucasian,2,3,1,Single,Unemployed,0,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Neither,Neither,0,0,0,0,0,0,3,0,0,0,3,0.5555555555555556,0.0,0.8,0.2,0.7777777777777778,0.9999999999999999,0.22222222222222218,0.6666666666666666,0.0
